name,full_team,team,year,games_in_season,num_games_injured,num_games_missing,injury_types,earliest_injury,latest_injury,head,shoulder,upper_torso,lower_torso,arm,hand,leg,foot,position_id,clean_name,nflverse_position_group,position_group,injury_burden
Matthew Slater,New England Patriots,nwe,2011,16,8,0,ribs shoulder,6.0,16.0,0,1,1,0,0,0,0,0,WR,matthew slater,,WR,8
Nate Solder,New England Patriots,nwe,2011,16,2,0,concussion,9.0,10.0,1,0,0,0,0,0,0,0,OL,nate solder,OL,OL,2
Brandon Spikes,New England Patriots,nwe,2011,16,8,7,knee,9.0,16.0,0,0,0,0,0,0,1,0,DEF,brandon spikes,LB,LB,15
Jeff Tarpinian,New England Patriots,nwe,2011,16,8,8,knee  illness head,1.0,16.0,1,0,0,0,0,0,1,0,DEF,jeff tarpinian,LB,LB,16
Shane Vereen,New England Patriots,nwe,2011,16,7,7,ankle  hamstring,1.0,16.0,0,0,0,0,0,0,1,1,RB,shane vereen,RB,RB,14
Sebastian Vollmer,New England Patriots,nwe,2011,16,16,10,back back foot,1.0,16.0,0,0,2,0,0,0,0,1,OL,sebastian vollmer,OL,OL,26
Brian Waters,New England Patriots,nwe,2011,16,5,0,knee ankle,10.0,16.0,0,0,0,0,0,0,1,1,OL,brian waters,OL,OL,5
Wes Welker,New England Patriots,nwe,2011,16,8,0,neck ribs knee,8.0,16.0,1,0,1,0,0,0,1,0,WR,wes welker,WR,WR,8
Ryan Wendell,New England Patriots,nwe,2011,16,8,2,calf,1.0,15.0,0,0,0,0,0,0,1,0,OL,ryan wendell,OL,OL,10
Tracy White,New England Patriots,nwe,2011,16,1,1,abdomen,16.0,16.0,0,0,1,0,0,0,0,0,DEF,tracy white,LB,LB,2
Danny Woodhead,New England Patriots,nwe,2011,16,7,1,ankle leg abdomen,5.0,15.0,0,0,1,0,0,0,1,1,RB,danny woodhead,RB,RB,8
Mike Wright,New England Patriots,nwe,2011,16,15,15,concussion,2.0,16.0,1,0,0,0,0,0,0,0,DEF,mike wright,DL,DL,30
Jonathon Amaya,New Orleans Saints,nor,2011,16,2,0,shoulder,3.0,4.0,0,1,0,0,0,0,0,0,DEF,jonathon amaya,DB,DB,2
Adrian Arrington,New Orleans Saints,nor,2011,16,3,1,knee,1.0,4.0,0,0,0,0,0,0,1,0,WR,adrian arrington,WR,WR,4
Joique Bell,New Orleans Saints,nor,2011,16,1,1,knee,1.0,1.0,0,0,0,0,0,0,1,0,,,,,2
Charles Brown,New Orleans Saints,nor,2011,16,8,8,hip,9.0,16.0,0,0,0,1,0,0,0,0,OL,charles brown,OL,OL,16
Jermon Bushrod,New Orleans Saints,nor,2011,16,1,0,stomach,10.0,10.0,0,0,1,0,0,0,0,0,OL,jermon bushrod,OL,OL,1
Jonathan Casillas,New Orleans Saints,nor,2011,16,7,3,foot foot knee knee,3.0,15.0,0,0,0,0,0,0,2,2,DEF,jonathan casillas,LB,LB,10
Patrick Cobbs,New Orleans Saints,nor,2011,16,16,16,undisclosed,1.0,16.0,0,0,0,0,0,0,0,0,,,,,32
Marques Colston,New Orleans Saints,nor,2011,16,3,2,collarbone,2.0,4.0,0,1,0,0,0,0,0,0,WR,marques colston,WR,WR,5
Sedrick Ellis,New Orleans Saints,nor,2011,16,6,1,ankle hamstring,7.0,15.0,0,0,0,0,0,0,1,1,DEF,sedrick ellis,DL,DL,7
Jahri Evans,New Orleans Saints,nor,2011,16,1,0,knee,15.0,15.0,0,0,0,0,0,0,1,0,OL,jahri evans,OL,OL,1
Aubrayo Franklin,New Orleans Saints,nor,2011,16,3,0,knee  thigh ankle,1.0,15.0,0,0,0,0,0,0,2,1,DEF,aubrayo franklin,DL,DL,3
Junior Galette,New Orleans Saints,nor,2011,16,2,0,shoulder knee,3.0,9.0,0,1,0,0,0,0,1,0,DEF,junior galette,DL,DL,2
John Gilmore,New Orleans Saints,nor,2011,16,5,1,neck ankle,6.0,16.0,1,0,0,0,0,0,0,1,TE,john gilmore,TE,TE,6
Jimmy Graham,New Orleans Saints,nor,2011,16,3,0,ankle back,7.0,14.0,0,0,1,0,0,0,0,1,TE,jimmy graham,TE,TE,3
Jabari Greer,New Orleans Saints,nor,2011,16,1,0,knee,12.0,12.0,0,0,0,0,0,0,1,0,DEF,jabari greer,DB,DB,1
Roman Harper,New Orleans Saints,nor,2011,16,3,0,ankle neck shoulder,2.0,4.0,1,1,0,0,0,0,0,1,DEF,roman harper,DB,DB,3
Garrett Hartley,New Orleans Saints,nor,2011,16,16,16,hip,1.0,16.0,0,0,0,1,0,0,0,0,,,,,32
Devery Henderson,New Orleans Saints,nor,2011,16,2,0,calf,5.0,6.0,0,0,0,0,0,0,1,0,WR,devery henderson,WR,WR,2
Will Herring,New Orleans Saints,nor,2011,16,6,5,hamstring,4.0,9.0,0,0,0,0,0,0,1,0,DEF,will herring,LB,LB,11
Ramon Humber,New Orleans Saints,nor,2011,16,1,0,knee,15.0,15.0,0,0,0,0,0,0,1,0,DEF,ramon humber,LB,LB,1
Mark Ingram,New Orleans Saints,nor,2011,16,7,6,foot toe,8.0,16.0,0,0,0,0,0,0,0,2,RB,mark ingram,RB,RB,13
Chris Ivory,New Orleans Saints,nor,2011,16,9,9,foot abdomen  hamstring,1.0,11.0,0,0,1,0,0,0,1,1,RB,chrisory,RB,RB,18
Malcolm Jenkins,New Orleans Saints,nor,2011,16,1,1,neck,16.0,16.0,1,0,0,0,0,0,0,0,DEF,malcolm jenkins,DB,DB,2
Tom Johnson,New Orleans Saints,nor,2011,16,5,3,calf  elbow,1.0,12.0,0,0,0,0,1,0,1,0,DEF,tom johnson,DL,DL,8
Cameron Jordan,New Orleans Saints,nor,2011,16,2,0,knee  hand,1.0,11.0,0,0,0,0,0,1,1,0,DEF,cameron jordan,DL,DL,2
Olin Kreutz,New Orleans Saints,nor,2011,16,13,12,knee personal,4.0,16.0,0,0,0,0,0,0,1,0,OL,olin kreutz,OL,OL,25
Turk McBride,New Orleans Saints,nor,2011,16,8,7,shoulder ankle,7.0,14.0,0,1,0,0,0,0,0,1,DEF,turk mcbride,DL,DL,15
Robert Meachem,New Orleans Saints,nor,2011,16,0,0,,,,0,0,0,0,0,0,0,0,WR,robert meachem,WR,WR,0
Lance Moore,New Orleans Saints,nor,2011,16,5,2,groin  hamstring,1.0,16.0,0,0,0,0,0,0,2,0,WR,lance moore,WR,WR,7
Joe Morgan,New Orleans Saints,nor,2011,16,16,16,knee,1.0,16.0,0,0,0,0,0,0,1,0,,,,,32
Carl Nicks,New Orleans Saints,nor,2011,16,1,0,illness,2.0,2.0,0,0,0,0,0,0,0,0,OL,carl nicks,OL,OL,1
Paul Oliver,New Orleans Saints,nor,2011,16,16,9,undisclosed,1.0,16.0,0,0,0,0,0,0,0,0,,,,,25
Johnny Patrick,New Orleans Saints,nor,2011,16,1,1,knee,1.0,1.0,0,0,0,0,0,0,1,0,DEF,johnny patrick,DB,DB,2
Tracy Porter,New Orleans Saints,nor,2011,16,5,2,calf neck chest wrist,2.0,14.0,1,0,1,0,0,1,1,0,DEF,tracy porter,DB,DB,7
Patrick Robinson,New Orleans Saints,nor,2011,16,3,1,stomach hip,10.0,16.0,0,0,1,1,0,0,0,0,DEF,patrick robinson,DB,DB,4
Shaun Rogers,New Orleans Saints,nor,2011,16,2,0,elbow illness,4.0,9.0,0,0,0,0,1,0,0,0,DEF,shaun rogers,DL,DL,2
Greg Romeus,New Orleans Saints,nor,2011,16,16,16,knee,1.0,16.0,0,0,0,0,0,0,1,0,,,,,32
Scott Shanle,New Orleans Saints,nor,2011,16,2,0,shoulder,13.0,14.0,0,1,0,0,0,0,0,0,DEF,scott shanle,LB,LB,2
Will Smith,New Orleans Saints,nor,2011,16,1,0,served,3.0,3.0,0,0,0,0,0,0,0,0,DEF,will smith,DL,DL,1
Zach Strief,New Orleans Saints,nor,2011,16,6,5,ankle hamstring,4.0,9.0,0,0,0,0,0,0,1,1,OL,zach strief,OL,OL,11
David Thomas,New Orleans Saints,nor,2011,16,12,11,concussion undisclosed,4.0,16.0,1,0,0,0,0,0,0,0,TE,david thomas,TE,TE,23
Pierre Thomas,New Orleans Saints,nor,2011,16,0,0,,,,0,0,0,0,0,0,0,0,RB,pierre thomas,RB,RB,0
Jonathan Vilma,New Orleans Saints,nor,2011,16,14,5,knee,3.0,16.0,0,0,0,0,0,0,1,0,DEF,jonathan vilma,LB,LB,19
Fabian Washington,New Orleans Saints,nor,2011,16,16,16,hamstring,1.0,16.0,0,0,0,0,0,0,1,0,,,,,32
Martez Wilson,New Orleans Saints,nor,2011,16,3,2,neck shoulder,4.0,6.0,1,1,0,0,0,0,0,0,OL,martez wilson,LB,LB,5
Prince Amukamara,New York Giants,nyg,2011,16,11,9,foot  back,1.0,13.0,0,0,1,0,0,0,0,1,DEF,prince amukamara,DB,DB,20
Stacy Andrews,New York Giants,nyg,2011,16,8,7,back clots,7.0,16.0,0,0,1,0,0,0,0,0,OL,stacy andrews,OL,OL,15
Marvin Austin,New York Giants,nyg,2011,16,16,16,pectoral,1.0,16.0,0,0,1,0,0,0,0,0,,,,,32
David Baas,New York Giants,nyg,2011,16,9,5,leg neck knee headaches headaches neck,3.0,15.0,4,0,0,0,0,0,2,0,OL,david baas,OL,OL,14
Jake Ballard,New York Giants,nyg,2011,16,3,2,elbow knee knee,11.0,16.0,0,0,0,0,1,0,2,0,TE,jake ballard,TE,TE,5
Ramses Barden,New York Giants,nyg,2011,16,7,7,ankle,1.0,7.0,0,0,0,0,0,0,0,1,WR,ramses barden,WR,WR,14
Will Beatty,New York Giants,nyg,2011,16,7,6,back eye,10.0,16.0,1,0,1,0,0,0,0,0,OL,will beatty,OL,OL,13
Travis Beckum,New York Giants,nyg,2011,16,5,3,hamstring  chest,1.0,15.0,0,0,1,0,0,0,1,0,TE,travis beckum,TE,TE,8
Rocky Bernard,New York Giants,nyg,2011,16,1,0,ribs,5.0,5.0,0,0,1,0,0,0,0,0,DEF,rocky bernard,DL,DL,1
Michael Boley,New York Giants,nyg,2011,16,8,2,knee hamstring,5.0,13.0,0,0,0,0,0,0,2,0,DEF,michael boley,LB,LB,10
Ahmad Bradshaw,New York Giants,nyg,2011,16,9,4,foot,8.0,16.0,0,0,0,0,0,0,0,1,RB,ahmad bradshaw,RB,RB,13
Chris Canty,New York Giants,nyg,2011,16,1,0,leg,9.0,9.0,0,0,0,0,0,0,1,0,DEF,chris canty,DL,DL,1
Michael Clayton,New York Giants,nyg,2011,16,6,6,knee,11.0,16.0,0,0,0,0,0,0,1,0,WR,michael clayton,WR,WR,12
Michael Coe,New York Giants,nyg,2011,16,6,6,shoulder,11.0,16.0,0,1,0,0,0,0,0,0,DEF,michael coe,DB,DB,12
Victor Cruz,New York Giants,nyg,2011,16,1,0,hip,12.0,12.0,0,0,0,1,0,0,0,0,WR,victor cruz,WR,WR,1
Zak DeOssie,New York Giants,nyg,2011,16,2,0,back concussion,4.0,6.0,1,0,1,0,0,0,0,0,DEF,zak deossie,,,2
Jonathan Goff,New York Giants,nyg,2011,16,16,16,knee,1.0,16.0,0,0,0,0,0,0,1,0,,,,,32
Deon Grant,New York Giants,nyg,2011,16,0,0,,,,0,0,0,0,0,0,0,0,DEF,deon grant,DB,DB,0
Mark Herzlich,New York Giants,nyg,2011,16,5,5,ankle,12.0,16.0,0,0,0,0,0,0,0,1,DEF,mark herzlich,LB,LB,10
Domenik Hixon,New York Giants,nyg,2011,16,14,14,knee,3.0,16.0,0,0,0,0,0,0,1,0,WR,domenik hixon,WR,WR,28
Henry Hynoski,New York Giants,nyg,2011,16,4,4,neck,6.0,9.0,1,0,0,0,0,0,0,0,RB,henry hynoski,RB,RB,8
Brian Jackson,New York Giants,nyg,2011,16,16,15,back,1.0,16.0,0,0,1,0,0,0,0,0,,,,,31
Brandon Jacobs,New York Giants,nyg,2011,16,4,2,knee hamstring,5.0,13.0,0,0,0,0,0,0,2,0,RB,brandon jacobs,RB,RB,6
Jerrel Jernigan,New York Giants,nyg,2011,16,3,3,hip,9.0,11.0,0,0,0,1,0,0,0,0,WR,jerrel jernigan,WR,WR,6
Jimmy Kennedy,New York Giants,nyg,2011,16,1,0,knee,3.0,3.0,0,0,0,0,0,0,1,0,DEF,jimmy kennedy,DL,DL,1
Adam Koets,New York Giants,nyg,2011,16,16,16,knee,1.0,16.0,0,0,0,0,0,0,1,0,,,,,32
Eli Manning,New York Giants,nyg,2011,16,0,0,,,,0,0,0,0,0,0,0,0,QB,eli manning,QB,QB,0
Mario Manningham,New York Giants,nyg,2011,16,10,4,concussion illness knee,3.0,16.0,1,0,0,0,0,0,1,0,WR,mario manningham,WR,WR,14
Derrick Martin,New York Giants,nyg,2011,16,4,2,hamstring back,11.0,15.0,0,0,1,0,0,0,1,0,DEF,derrick martin,DB,DB,6
Kareem McKenzie,New York Giants,nyg,2011,16,1,0,toe,11.0,11.0,0,0,0,0,0,0,0,1,OL,kareem mckenzie,OL,OL,1
Hakeem Nicks,New York Giants,nyg,2011,16,6,1,knee hamstring ribs concussion,2.0,16.0,1,0,1,0,0,0,2,0,WR,hakeem nicks,WR,WR,7
Bear Pascoe,New York Giants,nyg,2011,16,2,0,finger ribs,8.0,15.0,0,0,1,0,0,1,0,0,TE,bear pascoe,TE,TE,2
Spencer Paysinger,New York Giants,nyg,2011,16,2,1,hamstring,13.0,14.0,0,0,0,0,0,0,1,0,DEF,spencer paysinger,LB,LB,3
Kenny Phillips,New York Giants,nyg,2011,16,2,1,knee,13.0,14.0,0,0,0,0,0,0,1,0,DEF,kenny phillips,DB,DB,3
Jason Pierre-Paul,New York Giants,nyg,2011,16,1,0,neck,8.0,8.0,1,0,0,0,0,0,0,0,DEF,jason pierre paul,DL,DL,1
Antrel Rolle,New York Giants,nyg,2011,16,2,0,leg back,9.0,12.0,0,0,1,0,0,0,1,0,DEF,antrel rolle,DB,DB,2
Sage Rosenfels,New York Giants,nyg,2011,16,4,4,back,1.0,4.0,0,0,1,0,0,0,0,0,,,,,8
Aaron Ross,New York Giants,nyg,2011,16,1,0,quadricep,10.0,10.0,0,0,0,0,0,0,1,0,DEF,aaron ross,DB,DB,1
Tyler Sash,New York Giants,nyg,2011,16,0,0,,,,0,0,0,0,0,0,0,0,DEF,tyler sash,DB,DB,0
Da'Rel Scott,New York Giants,nyg,2011,16,0,0,,,,0,0,0,0,0,0,0,0,RB,darel scott,RB,RB,0
Clint Sintim,New York Giants,nyg,2011,16,16,16,knee,1.0,16.0,0,0,0,0,0,0,1,0,,,,,32
Chris Snee,New York Giants,nyg,2011,16,2,1,concussion,6.0,7.0,1,0,0,0,0,0,0,0,OL,chris snee,OL,OL,3
Brandon Stokley,New York Giants,nyg,2011,16,1,1,quadricep,4.0,4.0,0,0,0,0,0,0,1,0,WR,brandon stokley,WR,WR,2
Devin Thomas,New York Giants,nyg,2011,16,1,0,head neck,15.0,15.0,2,0,0,0,0,0,0,0,WR,devin thomas,WR,WR,1
Terrell Thomas,New York Giants,nyg,2011,16,16,16,knee,1.0,16.0,0,0,0,0,0,0,1,0,,,,,32
Dave Tollefson,New York Giants,nyg,2011,16,1,0,knee,13.0,13.0,0,0,0,0,0,0,1,0,DEF,dave tollefson,DL,DL,1
Justin Tryon,New York Giants,nyg,2011,16,9,9,arm,8.0,16.0,0,0,0,0,1,0,0,0,DEF,justin tryon,DB,DB,18
Justin Tuck,New York Giants,nyg,2011,16,11,4,neck  neck groin groin neck ankle hamstring toe,1.0,14.0,3,0,0,0,0,0,3,2,DEF,justin tuck,DL,DL,15
Tony Ugoh,New York Giants,nyg,2011,16,0,0,,,,0,0,0,0,0,0,0,0,OL,tony ugoh,OL,OL,0
Osi Umenyiora,New York Giants,nyg,2011,16,16,7,knee knee shoulder ankle,1.0,16.0,0,1,0,0,0,0,2,1,DEF,osi umenyiora,DL,DL,23
Danny Ware,New York Giants,nyg,2011,16,2,0,concussion knee,11.0,15.0,1,0,0,0,0,0,1,0,RB,danny ware,RB,RB,2
Corey Webster,New York Giants,nyg,2011,16,0,0,,,,0,0,0,0,0,0,0,0,DEF,corey webster,DB,DB,0
Jacquian Williams,New York Giants,nyg,2011,16,0,0,,,,0,0,0,0,0,0,0,0,OL,jacquian williams,LB,LB,0
Mark Brunell,New York Jets,nyj,2011,16,2,0,calf,1.0,2.0,0,0,0,0,0,0,1,0,QB,mark brunell,QB,QB,2
Plaxico Burress,New York Jets,nyj,2011,16,9,0,ankle  hamstring elbow back illness,1.0,15.0,0,0,1,0,1,0,1,1,WR,plaxico burress,WR,WR,9
Marquice Cole,New York Jets,nyj,2011,16,6,2,ankle hamstring knee,2.0,16.0,0,0,0,0,0,0,2,1,DEF,marquice cole,DB,DB,8
John Conner,New York Jets,nyj,2011,16,2,0,ankle,1.0,2.0,0,0,0,0,0,0,0,1,RB,john conner,RB,RB,2
Antonio Cromartie,New York Jets,nyj,2011,16,4,0,rib ribs groin finger,4.0,9.0,0,0,2,0,0,1,1,0,DEF,antonio cromartie,DB,DB,4
Jeff Cumberland,New York Jets,nyj,2011,16,15,13,hamstring  achilles,1.0,16.0,0,0,0,0,0,0,1,1,TE,jeff cumberland,TE,TE,28
Mike DeVito,New York Jets,nyj,2011,16,12,4,shoulder knee,3.0,16.0,0,1,0,0,0,0,1,0,DEF,mike devito,DL,DL,16
Marcus Dixon,New York Jets,nyj,2011,16,12,0,knee  shoulder hip,1.0,14.0,0,1,0,1,0,0,1,0,DEF,marcus dixon,DL,DL,12
Vlad Ducasse,New York Jets,nyj,2011,16,4,0,knee,12.0,15.0,0,0,0,0,0,0,1,0,OL,vlad ducasse,,OL,4
Kenrick Ellis,New York Jets,nyj,2011,16,6,5,hamstring  ankle,1.0,11.0,0,0,0,0,0,0,1,1,DEF,kenrick ellis,DL,DL,11
D'Brickashaw Ferguson,New York Jets,nyj,2011,16,1,0,foot,16.0,16.0,0,0,0,0,0,0,0,1,OL,dbrickashaw ferguson,OL,OL,1
Shonn Greene,New York Jets,nyj,2011,16,7,0,head groin rib finger ribs shoulder,9.0,16.0,1,1,2,0,0,1,1,0,RB,shonn greene,RB,RB,7
David Harris,New York Jets,nyj,2011,16,8,0,toe ankle groin,2.0,13.0,0,0,0,0,0,0,1,2,DEF,david harris,LB,LB,8
Santonio Holmes,New York Jets,nyj,2011,16,7,0,illness knee knee quadriceps shoulder  foot hip,1.0,15.0,0,1,0,1,0,0,3,1,WR,santonio holmes,WR,WR,7
Wayne Hunter,New York Jets,nyj,2011,16,3,0,knee finger hamstring,2.0,11.0,0,0,0,0,0,1,2,0,OL,wayne hunter,OL,OL,3
Jeremy Kerley,New York Jets,nyj,2011,16,5,2,knee illness,10.0,15.0,0,0,0,0,0,0,1,0,WR,jeremy kerley,WR,WR,7
Ellis Lankster,New York Jets,nyj,2011,16,2,1,back,13.0,14.0,0,0,1,0,0,0,0,0,DEF,ellis lankster,DB,DB,3
Jim Leonhard,New York Jets,nyj,2011,16,4,3,hamstring knee,3.0,16.0,0,0,0,0,0,0,2,0,DEF,jim leonhard,DB,DB,7
Nick Mangold,New York Jets,nyj,2011,16,12,2,ankle,3.0,14.0,0,0,0,0,0,0,0,1,OL,nick mangold,OL,OL,14
Derrick Mason,New York Jets,nyj,2011,16,3,0,knee,1.0,3.0,0,0,0,0,0,0,1,0,WR,derrick mason,WR,WR,3
Josh Mauga,New York Jets,nyj,2011,16,2,0,back,9.0,10.0,0,0,1,0,0,0,0,0,DEF,josh mauga,,,2
Greg McElroy,New York Jets,nyj,2011,16,16,16,thumb,1.0,16.0,0,0,0,0,0,1,0,0,,,,,32
Garrett McIntyre,New York Jets,nyj,2011,16,3,2,concussion knee,5.0,16.0,1,0,0,0,0,0,1,0,DEF,garrett mcintyre,LB,LB,5
Joe McKnight,New York Jets,nyj,2011,16,9,1,illness finger  knee toe elbow arm elbow shoulder,1.0,16.0,0,1,0,0,3,1,1,1,RB,joe mcknight,RB,RB,10
Brandon Moore,New York Jets,nyj,2011,16,5,0,illness  hip,1.0,16.0,0,0,0,1,0,0,0,0,OL,brandon moore,OL,OL,5
Matthew Mulligan,New York Jets,nyj,2011,16,1,0,hip,11.0,11.0,0,0,0,1,0,0,0,0,TE,matthew mulligan,TE,TE,1
Shawn Nelson,New York Jets,nyj,2011,16,3,3,illness,9.0,11.0,0,0,0,0,0,0,0,0,,,,,6
Calvin Pace,New York Jets,nyj,2011,16,8,0,abdomen groin,5.0,14.0,0,0,1,0,0,0,1,0,DEF,calvin pace,LB,LB,8
Logan Payne,New York Jets,nyj,2011,16,16,16,wrist,1.0,16.0,0,0,0,0,0,1,0,0,,,,,32
Ropati Pitoitua,New York Jets,nyj,2011,16,6,2,ankle  knee hand,1.0,16.0,0,0,0,0,0,1,1,1,DEF,ropati pitoitua,DL,DL,8
Brodney Pool,New York Jets,nyj,2011,16,4,2,knee,9.0,12.0,0,0,0,0,0,0,1,0,DEF,brodney pool,DB,DB,6
Sione Pouha,New York Jets,nyj,2011,16,3,0,knee knee ankle  finger,1.0,9.0,0,0,0,0,0,1,2,1,DEF,sione pouha,DL,DL,3
Bilal Powell,New York Jets,nyj,2011,16,1,1,illness,11.0,11.0,0,0,0,0,0,0,0,0,RB,bilal powell,RB,RB,2
Tanner Purdum,New York Jets,nyj,2011,16,3,0,back,6.0,13.0,0,0,1,0,0,0,0,0,OL,tanner purdum,,OL,3
Darrelle Revis,New York Jets,nyj,2011,16,2,0,hip  knee,1.0,10.0,0,0,0,1,0,0,1,0,DEF,darrelle revis,DB,DB,2
Mark Sanchez,New York Jets,nyj,2011,16,3,0,arm neck shoulder,3.0,15.0,1,1,0,0,1,0,0,0,QB,mark sanchez,QB,QB,3
Caleb Schlauderaff,New York Jets,nyj,2011,16,1,1,knee,15.0,15.0,0,0,0,0,0,0,1,0,OL,caleb schlauderaff,OL,OL,2
Bart Scott,New York Jets,nyj,2011,16,1,0,toe,6.0,6.0,0,0,0,0,0,0,0,1,DEF,bart scott,LB,LB,1
Matt Slauson,New York Jets,nyj,2011,16,6,0,neck ankle knee,9.0,14.0,1,0,0,0,0,0,1,1,OL,matt slauson,OL,OL,6
Eric Smith,New York Jets,nyj,2011,16,7,0,ankle tricep knee,2.0,16.0,0,0,0,0,1,0,1,1,DEF,eric smith,DB,DB,7
Donald Strickland,New York Jets,nyj,2011,16,2,1,head,6.0,7.0,1,0,0,0,0,0,0,0,DEF,donald strickland,DB,DB,3
Martin Tevaseu,New York Jets,nyj,2011,16,1,0,back,6.0,6.0,0,0,1,0,0,0,0,0,DEF,martin tevaseu,DL,DL,1
Bryan Thomas,New York Jets,nyj,2011,16,12,12,achilles,5.0,16.0,0,0,0,0,0,0,0,1,DEF,bryan thomas,LB,LB,24
LaDainian Tomlinson,New York Jets,nyj,2011,16,6,2,calf illness knee quadricep,6.0,16.0,0,0,0,0,0,0,3,0,RB,ladainian tomlinson,RB,RB,8
Isaiah Trufant,New York Jets,nyj,2011,16,5,3,hamstring,6.0,10.0,0,0,0,0,0,0,1,0,DEF,isaiah trufant,DB,DB,8
Patrick Turner,New York Jets,nyj,2011,16,1,0,kidney,10.0,10.0,0,0,1,0,0,0,0,0,WR,patrick turner,WR,WR,1
Robert Turner,New York Jets,nyj,2011,16,16,16,leg,1.0,16.0,0,0,0,0,0,0,1,0,OL,robert turner,OL,OL,32
Muhammad Wilkerson,New York Jets,nyj,2011,16,7,0,shoulder knee,3.0,16.0,0,1,0,0,0,0,1,0,DEF,muhammad wilkerson,DL,DL,7
Victor Abiamiri,Philadelphia Eagles,phi,2011,16,16,16,achilles,1.0,16.0,0,0,0,0,0,0,0,1,,,,,32
Nate Allen,Philadelphia Eagles,phi,2011,16,11,1,knee concussion  hamstring,1.0,14.0,1,0,0,0,0,0,2,0,DEF,nate allen,DB,DB,12
Colt Anderson,Philadelphia Eagles,phi,2011,16,4,4,knee,13.0,16.0,0,0,0,0,0,0,1,0,DEF,colt anderson,DB,DB,8
Nnamdi Asomugha,Philadelphia Eagles,phi,2011,16,4,0,knee concussion stinger,11.0,14.0,2,0,0,0,0,0,1,0,DEF,nnamdi asomugha,DB,DB,4
Jason Avant,Philadelphia Eagles,phi,2011,16,2,0,shoulder hip,5.0,6.0,0,1,0,1,0,0,0,0,WR,jason avant,WR,WR,2
Ronnie Brown,Philadelphia Eagles,phi,2011,16,2,0,hamstring,14.0,15.0,0,0,0,0,0,0,1,0,RB,ronnie brown,RB,RB,2
Brent Celek,Philadelphia Eagles,phi,2011,16,3,0,back illness hip,3.0,8.0,0,0,1,1,0,0,0,0,TE,brent celek,TE,TE,3
Trent Cole,Philadelphia Eagles,phi,2011,16,5,2,hand calf,3.0,13.0,0,0,0,0,0,1,1,0,DEF,trent cole,DL,DL,7
Kurt Coleman,Philadelphia Eagles,phi,2011,16,1,1,biceps,16.0,16.0,0,0,0,0,1,0,0,0,DEF,kurt coleman,DB,DB,2
Riley Cooper,Philadelphia Eagles,phi,2011,16,4,0,hamstring concussion groin,3.0,14.0,1,0,0,0,0,0,2,0,WR,riley cooper,WR,WR,4
Antonio Dixon,Philadelphia Eagles,phi,2011,16,13,12,back  tricep,1.0,16.0,0,0,1,0,1,0,0,0,DEF,antonio dixon,DL,DL,25
King Dunlap,Philadelphia Eagles,phi,2011,16,7,4,back concussion,6.0,13.0,1,0,1,0,0,0,0,0,OL,king dunlap,OL,OL,11
Moise Fokou,Philadelphia Eagles,phi,2011,16,6,5,neck ankle,5.0,16.0,1,0,0,0,0,0,0,1,DEF,moise fokou,LB,LB,11
Brandon Graham,Philadelphia Eagles,phi,2011,16,10,9,knee,1.0,11.0,0,0,0,0,0,0,1,0,DEF,brandon graham,DL,DL,19
Clay Harbor,Philadelphia Eagles,phi,2011,16,3,0,shoulder  ankle biceps,1.0,4.0,0,1,0,0,1,0,0,1,TE,clay harbor,TE,TE,3
Todd Herremans,Philadelphia Eagles,phi,2011,16,6,0,back  biceps ankle,1.0,16.0,0,0,1,0,1,0,0,1,OL,todd herremans,OL,OL,6
Brandon Hughes,Philadelphia Eagles,phi,2011,16,2,1,hamstring,4.0,5.0,0,0,0,0,0,0,1,0,DEF,brandon hughes,DB,DB,3
DeSean Jackson,Philadelphia Eagles,phi,2011,16,3,1,disciplinary foot elbow,9.0,15.0,0,0,0,0,1,0,0,1,WR,desean jackson,WR,WR,4
Jaiquawn Jarrett,Philadelphia Eagles,phi,2011,16,2,2,quadricep,1.0,2.0,0,0,0,0,0,0,1,0,DEF,jaiquawn jarrett,DB,DB,4
Cullen Jenkins,Philadelphia Eagles,phi,2011,16,6,0,tricep thumb groin,5.0,15.0,0,0,0,0,1,1,1,0,DEF,cullen jenkins,DL,DL,6
Akeem Jordan,Philadelphia Eagles,phi,2011,16,3,1,shoulder concussion,2.0,8.0,1,1,0,0,0,0,0,0,DEF,akeem jordan,LB,LB,4
Winston Justice,Philadelphia Eagles,phi,2011,16,9,7,knee,1.0,9.0,0,0,0,0,0,0,1,0,OL,winston justice,OL,OL,16
Jason Kelce,Philadelphia Eagles,phi,2011,16,1,0,quadriceps,9.0,9.0,0,0,0,0,0,0,1,0,OL,jason kelce,OL,OL,1
Trevor Laws,Philadelphia Eagles,phi,2011,16,6,2,hip  calf knee,1.0,16.0,0,0,0,1,0,0,2,0,DEF,trevor laws,DL,DL,8
Dion Lewis,Philadelphia Eagles,phi,2011,16,1,1,undisclosed,7.0,7.0,0,0,0,0,0,0,0,0,RB,dion lewis,RB,RB,2
Jeremy Maclin,Philadelphia Eagles,phi,2011,16,7,3,hamstring shoulder hamstring hamstring shoulder,4.0,15.0,0,2,0,0,0,0,3,0,WR,jeremy maclin,WR,WR,10
Evan Mathis,Philadelphia Eagles,phi,2011,16,2,1,toe,9.0,10.0,0,0,0,0,0,0,0,1,OL,evan mathis,OL,OL,3
